f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,fault,hotel
11.4,11.7,28.0,30.6,52.68,11.4,41.9,297.6,761.2,6.4,52.0,34.7,75.9,94.0,23588.0,407.0,60.4,0.0,3
10.8,7.9,26.7,29.0,367.62,12.0,37.1,271.1,618.7,0.0,52.0,34.9,35.4,58.0,19438.0,400.0,32.2,0.0,2
11.6,7.9,30.0,33.3,469.04,11.8,54.6,259.7,968.2,0.0,48.0,38.1,57.8,152.0,24483.0,394.0,96.2,0.0,2
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
15.5,11.1,34.1,38.7,772.7,12.6,49.0,308.3,958.9,6.0,52.0,28.7,65.8,107.0,24210.0,392.0,66.1,0.0,3
13.6,11.4,22.2,24.1,386.35,24.9,34.3,351.5,518.6,20.7,61.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
13.1,11.1,24.3,25.8,351.23,28.0,28.3,344.7,545.8,15.3,63.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,3
11.4,7.9,27.9,30.7,443.68,10.9,39.8,257.5,659.3,0.0,50.0,42.4,60.3,97.0,21332.0,397.0,59.0,0.0,3
11.8,8.9,32.7,36.0,367.62,11.1,49.6,257.4,827.7,0.0,52.0,42.8,100.0,161.0,24573.0,391.0,98.6,0.0,2
20.1,18.3,25.3,28.2,418.68,14.6,36.1,383.1,708.3,2.1,69.0,27.6,34.3,51.0,16710.0,380.0,30.0,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.1,17.4,31.9,34.5,395.42,15.0,44.1,385.0,868.6,3.5,55.0,20.5,31.8,63.0,19799.0,382.0,36.9,0.0,1
23.4,22.9,28.6,29.2,0.0,36.0,36.6,536.7,627.6,11.5,58.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,3
19.7,18.0,26.7,28.7,395.42,15.3,33.0,392.4,634.1,2.1,54.0,26.0,25.3,31.0,15005.0,379.0,17.9,0.0,1
19.9,19.5,21.9,21.6,0.0,26.1,26.4,478.3,471.8,0.0,43.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,2
19.0,19.1,27.8,27.7,0.0,31.1,35.6,464.6,575.8,0.0,42.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,2
21.0,18.0,27.3,31.1,697.8,13.1,41.1,358.3,811.9,3.2,55.0,40.4,53.8,98.0,20079.0,380.0,57.8,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.8,13.2,28.8,30.2,105.37,14.9,39.8,336.1,709.4,273.1,52.0,37.6,48.8,48.0,25716.0,380.0,27.5,0.0,3
11.9,8.9,32.5,35.7,380.3,11.3,49.3,260.6,826.5,0.0,49.0,42.8,100.0,159.0,24346.0,381.0,97.1,0.0,3
13.6,11.2,25.0,27.1,421.47,30.3,30.8,348.4,565.6,17.5,60.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0
17.7,16.4,30.5,32.8,302.38,14.3,41.1,373.2,782.4,3.7,69.0,20.0,26.3,46.0,18455.0,387.0,27.1,0.0,1
12.0,8.0,27.0,30.4,507.07,10.8,40.1,259.3,679.3,0.0,52.0,44.5,57.4,99.0,21330.0,393.0,59.9,0.0,3
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.7,11.1,27.4,29.9,456.59,32.6,33.1,350.0,626.1,19.6,52.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.3,8.0,28.6,31.7,418.33,12.3,50.5,266.2,885.9,0.0,53.0,42.1,53.4,128.0,23192.0,387.0,79.5,0.0,2
20.0,18.1,23.8,26.4,232.02,15.1,35.6,390.5,701.1,2.0,69.0,40.0,31.1,44.0,16168.0,380.0,26.0,0.0,1
15.2,10.9,34.6,39.2,755.14,12.1,49.4,304.0,966.0,6.3,54.0,29.2,71.7,118.0,24815.0,388.0,72.5,0.0,0
12.4,12.4,14.0,13.6,0.0,17.8,17.9,352.1,356.0,0.0,48.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,2
11.0,8.1,27.6,29.9,367.62,12.0,37.9,272.6,646.2,0.0,49.0,34.0,36.6,63.0,19103.0,398.0,35.4,0.0,3
12.8,10.9,21.1,22.5,333.66,12.1,28.6,316.6,540.5,2.9,54.0,23.4,32.3,30.0,17058.0,411.0,17.4,0.0,0
19.1,17.5,31.6,34.3,372.16,15.1,43.3,386.7,850.9,3.3,56.0,20.9,30.5,60.0,19411.0,381.0,34.9,0.0,1
13.7,11.1,28.2,31.1,456.59,31.5,32.0,346.3,642.8,18.8,54.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0
17.0,16.4,23.5,22.9,0.0,29.6,30.0,425.2,493.0,0.0,45.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,2
12.2,9.6,31.9,34.8,329.59,13.0,54.9,277.7,989.0,0.0,48.0,36.8,100.0,160.0,24197.0,375.0,96.0,0.0,2
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.5,8.1,33.9,36.9,431.01,11.6,50.6,259.6,883.2,0.0,53.0,37.7,64.3,158.0,24240.0,378.0,94.4,0.0,2
21.3,18.1,24.7,28.8,744.32,12.4,40.9,347.8,765.5,4.8,67.0,47.5,67.8,112.0,21041.0,385.0,68.9,0.0,3
14.9,15.5,25.5,25.2,0.0,26.1,26.5,422.4,525.8,273.1,52.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,3
10.9,8.0,21.8,23.4,367.62,11.5,30.5,276.3,513.2,0.0,58.0,31.5,30.6,41.0,16957.0,392.0,20.8,0.0,3
19.4,17.8,31.0,33.4,372.16,15.6,41.5,396.4,816.5,2.9,55.0,22.1,28.3,52.0,18607.0,376.0,30.1,0.0,1
17.5,17.3,29.2,29.6,46.52,31.3,33.5,438.4,641.6,13.6,57.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,1
11.9,10.0,32.3,34.3,333.66,13.1,42.0,295.1,745.0,273.1,49.0,40.2,41.7,50.0,27202.0,384.0,29.3,0.0,3
12.2,8.9,32.5,35.4,418.33,12.0,51.3,269.0,892.3,0.0,46.0,37.9,100.0,160.0,24273.0,378.0,95.7,0.0,2
20.6,18.1,23.7,26.6,305.29,15.1,36.6,389.2,720.1,2.1,69.0,40.0,34.7,52.0,16800.0,379.0,30.2,0.0,1
11.3,8.0,29.0,31.9,418.33,12.0,43.3,269.1,740.3,0.0,50.0,45.5,50.5,99.0,21400.0,388.0,59.0,0.0,2
11.3,8.0,29.0,32.1,418.33,11.9,43.9,268.1,750.1,0.0,49.0,46.5,52.9,105.0,21707.0,387.0,61.9,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
18.4,18.2,25.1,25.3,0.0,33.3,34.6,451.8,557.8,14.1,58.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,1
11.4,11.4,30.1,32.4,0.0,12.3,40.6,310.4,766.1,4.8,52.0,29.2,54.3,71.0,21570.0,405.0,43.3,0.0,0
14.0,11.1,27.8,30.2,509.28,11.0,47.9,287.0,882.9,7.9,54.0,35.9,90.8,128.0,25972.0,402.0,82.5,0.0,3
11.7,7.9,27.4,31.0,481.71,11.1,40.1,262.2,664.0,0.0,52.0,44.5,54.4,91.0,20887.0,392.0,54.2,0.0,3
15.0,10.8,29.7,33.9,737.57,12.1,47.9,300.9,919.2,6.4,58.0,26.6,64.1,98.0,23866.0,396.0,61.4,0.0,0
11.3,8.0,33.2,35.0,0.0,7.9,43.0,284.5,685.6,0.0,50.0,38.2,53.8,108.0,22024.0,385.0,65.9,0.0,2
11.8,8.1,26.8,30.4,469.04,10.9,40.9,258.8,680.2,0.0,52.0,44.2,57.6,98.0,21471.0,398.0,60.1,0.0,3
20.6,18.0,29.5,32.9,0.0,14.5,42.0,380.4,858.4,1.9,56.0,33.7,38.5,75.0,18843.0,383.0,45.3,0.0,1
12.8,11.1,31.2,35.9,298.54,11.1,46.1,287.9,873.5,6.3,54.0,30.2,73.8,109.0,24489.0,390.0,67.1,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.0,11.2,23.3,25.0,316.1,11.9,36.0,310.6,631.5,6.0,53.0,26.7,54.5,59.0,22176.0,405.0,35.1,0.0,0
20.0,18.2,29.8,31.9,190.5,14.1,36.5,375.7,708.9,2.5,54.0,35.9,40.2,61.0,17404.0,376.0,34.8,0.0,1
11.0,8.1,22.5,24.3,367.62,11.6,31.8,270.5,529.0,0.0,52.0,36.5,30.4,42.0,17466.0,400.0,22.1,0.0,2
20.0,18.2,25.7,28.3,418.68,14.9,35.1,386.1,687.3,2.2,54.0,30.6,32.1,45.0,16163.0,380.0,26.6,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
18.5,17.9,20.9,22.0,139.56,16.6,28.0,414.4,520.0,2.6,70.0,40.0,0.9,10.0,11781.0,397.0,5.0,0.0,1
18.4,17.4,30.5,31.7,105.83,15.6,37.1,394.6,700.3,3.3,70.0,20.0,20.8,31.0,16437.0,365.0,17.5,0.0,1
11.8,8.2,30.2,33.5,456.36,12.3,56.3,262.2,1017.2,0.0,50.0,40.9,56.6,159.0,24692.0,391.0,98.8,0.0,2
13.2,13.8,30.1,30.0,0.0,30.1,30.5,394.2,629.2,273.1,51.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,3
19.2,17.9,31.5,33.8,302.38,15.9,42.6,397.2,832.1,3.4,58.0,20.0,27.0,51.0,18609.0,378.0,29.3,0.0,1
11.5,7.8,26.1,29.2,469.04,10.9,38.6,259.4,647.3,0.0,52.0,43.1,52.4,86.0,20532.0,400.0,51.4,0.0,3
11.3,8.0,28.7,31.7,418.33,11.9,43.1,269.5,732.8,0.0,52.0,47.0,52.9,102.0,21482.0,385.0,60.4,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.1,12.8,28.7,29.3,52.68,28.1,28.6,375.9,606.0,273.1,59.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,3
17.8,16.4,32.2,34.7,325.64,14.3,42.6,373.9,824.7,3.6,69.0,20.0,27.2,51.0,19025.0,390.0,30.2,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
13.6,10.6,24.5,27.2,526.84,13.3,39.6,317.3,674.5,7.5,66.0,20.0,35.4,43.0,21277.0,400.0,24.5,0.0,3
11.6,8.0,26.5,29.6,456.36,10.9,38.6,260.5,650.9,0.0,48.0,36.1,52.4,86.0,20455.0,398.0,51.1,0.0,2
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
20.2,18.0,23.2,26.2,511.72,14.5,34.6,379.4,670.0,2.3,69.0,40.0,36.3,48.0,16461.0,385.0,28.4,0.0,3
17.6,16.2,31.3,32.5,148.17,13.8,38.1,369.9,711.0,3.8,70.0,20.0,21.6,33.0,17282.0,382.0,19.5,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.8,18.2,31.8,34.5,372.16,15.5,42.6,394.5,857.2,2.5,55.0,25.7,33.1,64.0,19155.0,377.0,37.6,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
20.6,18.1,23.7,26.6,305.29,15.1,36.6,389.2,720.1,2.1,69.0,40.0,34.7,52.0,16800.0,379.0,30.2,0.0,1
11.5,7.8,32.1,34.0,0.0,7.6,42.6,282.0,675.0,0.0,52.0,34.8,55.7,107.0,22136.0,398.0,67.2,0.0,2
13.6,11.1,27.9,30.3,439.03,26.1,26.9,343.0,617.2,13.9,60.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,3
17.4,18.5,22.6,22.5,0.0,25.1,25.4,470.3,474.2,273.1,68.0,0.0,0.0,0.0,0.0,401.0,0.0,0.0,3
11.7,8.9,31.8,35.2,354.95,11.6,51.1,265.4,886.9,0.0,54.0,43.0,100.0,158.0,24485.0,391.0,98.8,0.0,2
12.9,11.1,23.5,24.9,316.1,12.3,32.0,315.3,604.0,3.2,54.0,23.2,39.4,42.0,18572.0,401.0,24.2,0.0,3
20.0,18.2,25.6,28.9,219.81,15.4,38.4,393.1,780.0,1.4,55.0,25.9,33.0,55.0,17239.0,386.0,32.5,0.0,1
23.7,25.2,29.4,29.4,0.0,33.4,33.8,604.6,615.2,273.1,52.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,3
10.7,8.1,26.6,29.0,329.59,11.9,37.0,268.5,621.5,0.0,50.0,37.5,37.9,63.0,19098.0,391.0,34.7,0.0,2
11.1,8.0,32.0,34.2,392.98,12.0,44.1,269.9,752.5,0.0,50.0,35.2,52.6,103.0,21729.0,392.0,62.2,0.0,2
13.1,12.8,7.3,7.5,52.68,13.0,14.1,307.0,278.9,4.9,22.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,0
18.9,17.9,29.2,30.1,105.83,17.3,35.6,413.8,668.5,3.2,70.0,20.0,15.0,20.0,14897.0,374.0,11.1,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.1,28.3,30.2,0.0,15.3,37.8,390.8,743.0,2.1,55.0,21.9,26.0,41.0,16359.0,389.0,24.1,0.0,1
11.9,8.3,31.8,34.9,456.36,11.4,50.4,263.3,855.1,0.0,53.0,38.9,100.0,159.0,24522.0,390.0,99.0,0.0,2
19.5,17.9,25.7,27.3,372.16,15.6,34.3,396.6,642.8,2.9,58.0,21.6,23.1,28.0,15868.0,385.0,16.4,0.0,1
19.7,17.9,29.1,31.3,0.0,15.8,40.1,398.5,770.5,3.3,58.0,20.0,27.4,46.0,18025.0,380.0,26.5,0.0,1
13.6,11.1,28.0,30.5,439.03,27.5,28.1,345.4,620.4,15.1,60.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,0
12.8,11.1,22.0,23.3,298.54,27.1,27.4,342.0,508.6,14.5,62.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,0
17.8,16.5,27.4,29.0,137.58,14.5,36.5,379.9,683.9,3.4,70.0,20.0,23.0,33.0,16824.0,385.0,18.8,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.9,11.5,22.6,25.2,421.47,13.1,40.3,319.6,662.5,8.8,66.0,20.0,45.7,54.0,23348.0,395.0,31.2,0.0,0
19.5,18.0,24.7,26.5,348.9,16.0,32.9,402.6,615.9,2.9,57.0,20.1,21.2,23.0,15161.0,393.0,13.9,0.0,1
12.9,11.1,22.0,23.8,316.1,11.8,31.8,307.5,590.6,3.8,57.0,25.7,46.1,47.0,18836.0,408.0,28.0,0.0,0
13.0,11.6,23.3,24.6,245.86,13.6,38.4,328.8,651.5,7.2,66.0,20.0,40.0,45.0,21722.0,413.0,26.7,0.0,0
18.7,17.2,29.6,30.8,158.75,15.1,37.0,386.4,698.4,3.3,59.0,20.0,24.5,35.0,16954.0,387.0,20.8,0.0,1
12.9,11.1,30.2,31.8,316.1,13.4,42.0,318.1,778.9,5.6,64.0,20.0,41.4,57.0,21674.0,402.0,33.2,0.0,3
12.3,8.1,26.7,30.7,532.42,10.8,42.1,255.1,681.5,0.0,52.0,50.0,69.6,116.0,22491.0,392.0,72.0,0.0,2
17.2,18.0,23.5,23.7,0.0,27.6,27.8,466.0,501.7,273.1,50.0,0.0,0.0,0.0,0.0,403.0,0.0,0.0,3
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
11.3,7.8,26.1,29.1,443.68,11.0,37.5,264.5,632.9,0.0,53.0,41.4,48.4,75.0,19852.0,407.0,45.8,0.0,2
19.7,18.1,24.7,26.4,372.16,15.8,30.1,400.7,580.4,1.9,69.0,40.1,19.1,19.0,13334.0,378.0,11.2,0.0,1
13.7,11.0,26.8,29.3,474.16,11.8,46.6,297.1,896.5,6.0,57.0,28.8,72.5,104.0,24428.0,408.0,67.5,0.0,0
11.0,8.1,26.6,29.2,367.62,11.5,37.6,268.7,640.2,0.0,52.0,42.4,41.9,68.0,19493.0,405.0,39.8,0.0,2
13.1,11.1,21.8,23.7,351.23,12.0,31.0,310.5,573.1,3.8,54.0,28.0,43.3,44.0,18605.0,398.0,24.9,0.0,0
11.6,8.0,27.1,30.4,456.36,11.1,39.5,265.8,669.7,0.0,52.0,46.4,51.9,87.0,20641.0,401.0,52.7,0.0,2
18.8,15.6,25.8,27.6,390.77,16.4,41.5,378.8,814.7,0.0,69.0,22.9,23.9,43.0,20294.0,387.0,26.1,0.0,3
13.4,11.3,28.1,30.5,368.79,12.5,42.5,314.2,803.1,5.5,55.0,28.2,59.5,79.0,22304.0,407.0,49.4,0.0,0
15.0,10.9,31.7,36.5,720.01,11.6,45.6,295.2,878.2,5.6,57.0,28.4,64.4,95.0,23613.0,397.0,58.2,0.0,3
11.6,8.0,26.4,29.7,456.36,10.9,39.0,262.3,657.8,0.0,52.0,44.9,53.1,87.0,20620.0,402.0,52.6,0.0,2
20.5,17.1,29.7,31.8,790.84,12.1,41.6,343.9,778.8,4.4,70.0,20.0,27.2,51.0,19459.0,373.0,29.3,0.0,3
12.8,11.5,21.1,22.5,228.3,12.9,36.1,322.3,596.6,7.6,66.0,20.0,44.0,46.0,21986.0,404.0,26.5,0.0,3
11.4,7.9,29.9,33.3,443.68,12.1,54.6,260.9,976.7,0.0,52.0,34.7,55.0,149.0,24282.0,389.0,92.8,0.0,2
14.3,11.2,32.4,36.0,544.4,14.1,45.4,327.0,844.4,6.3,66.0,21.5,41.2,61.0,22387.0,398.0,35.7,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
11.0,7.9,31.5,34.0,392.98,12.0,45.1,267.9,770.3,0.0,50.0,39.1,52.3,105.0,21936.0,398.0,64.4,0.0,2
15.2,11.1,29.3,33.6,720.01,12.1,43.6,303.7,820.6,5.8,56.0,29.4,64.0,91.0,23064.0,391.0,54.3,0.0,0
15.5,10.8,34.9,39.8,825.38,12.5,49.6,306.5,974.5,6.3,58.0,32.7,71.3,116.0,24710.0,392.0,72.2,0.0,0
11.3,8.1,32.0,34.4,405.65,12.1,46.1,268.9,795.0,0.0,52.0,41.4,53.8,111.0,22255.0,393.0,68.8,0.0,2
12.1,11.1,15.2,16.1,175.61,13.0,25.4,324.9,483.8,2.8,67.0,20.0,16.1,14.0,13786.0,409.0,7.5,0.0,0
11.5,12.1,27.5,27.4,105.37,27.8,29.4,359.1,573.7,273.1,69.0,0.0,0.0,0.0,0.0,402.0,0.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.3,17.6,28.9,30.9,0.0,15.6,38.9,396.8,747.1,3.0,57.0,21.3,26.9,42.0,17741.0,384.0,25.2,0.0,1
11.6,8.0,23.6,26.3,456.36,11.0,34.8,263.7,584.3,0.0,50.0,40.2,45.6,66.0,19015.0,403.0,38.1,0.0,2
13.3,11.1,29.6,31.9,386.35,28.1,28.6,343.7,649.6,15.6,60.0,0.0,0.0,0.0,0.0,412.0,0.0,0.0,0
13.1,11.1,23.8,25.9,351.23,31.6,32.1,343.9,550.2,19.1,53.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0
15.2,9.5,25.8,29.5,722.57,12.1,47.6,271.5,776.9,0.0,50.0,44.0,100.0,160.0,24371.0,394.0,99.3,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.3,8.0,32.2,34.7,418.33,11.6,45.5,264.8,774.0,0.0,52.0,34.5,58.3,119.0,22526.0,390.0,72.8,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
9.6,7.1,26.5,27.9,316.92,12.1,37.9,263.0,591.8,0.0,50.0,36.4,27.5,46.0,19299.0,390.0,24.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
12.9,12.8,11.2,11.3,17.56,15.6,19.3,358.9,327.0,6.3,45.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0
12.8,11.0,23.1,24.6,316.1,29.9,30.1,342.5,527.0,17.3,63.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,3
14.3,11.7,27.8,29.5,456.59,12.1,43.3,306.9,817.1,5.6,52.0,29.0,65.8,90.0,23092.0,401.0,56.0,0.0,0
19.7,18.2,30.4,32.0,158.75,15.8,36.8,400.0,708.4,2.6,55.0,20.0,25.0,37.0,16580.0,378.0,21.5,0.0,1
12.8,11.2,20.7,22.0,280.98,12.6,35.6,320.5,587.0,7.5,59.0,20.0,100.0,45.0,21832.0,409.0,26.7,0.0,0
13.6,11.5,24.5,26.4,368.79,12.5,39.1,315.6,667.1,7.7,58.0,26.3,100.0,68.0,23496.0,406.0,41.2,0.0,3
11.3,8.0,32.9,35.6,418.33,11.9,46.9,267.6,807.7,0.0,55.0,33.0,58.9,123.0,22868.0,393.0,77.0,0.0,2
19.6,18.2,27.8,30.1,325.64,16.1,37.6,401.7,742.8,1.9,55.0,21.3,25.1,39.0,15989.0,385.0,22.6,0.0,1
20.2,18.2,31.7,35.2,465.2,14.6,44.5,381.3,928.0,1.8,55.0,32.7,42.6,95.0,20014.0,368.0,54.9,0.0,1
11.5,8.0,24.2,27.1,443.68,11.1,35.5,266.1,593.9,0.0,53.0,39.1,44.7,66.0,19050.0,404.0,38.5,0.0,2
20.1,18.1,30.2,33.7,465.2,14.9,42.4,385.1,857.3,2.3,55.0,29.0,38.1,77.0,19382.0,368.0,43.1,0.0,1
19.8,18.1,29.5,31.4,395.42,15.1,38.1,390.2,741.6,2.7,55.0,24.1,28.5,46.0,17573.0,377.0,26.5,0.0,1
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
13.3,10.9,30.5,32.8,421.47,29.3,30.1,344.3,674.8,17.0,60.0,0.0,0.0,0.0,0.0,413.0,0.0,0.0,0
11.5,8.0,29.6,32.9,443.68,12.0,52.8,262.8,929.4,0.0,52.0,41.8,55.9,146.0,23912.0,380.0,88.4,0.0,3
12.3,8.1,26.5,30.6,532.42,10.5,41.8,249.8,672.0,0.0,49.0,50.7,72.3,122.0,22738.0,389.0,74.8,0.0,3
19.6,18.2,25.5,27.7,170.96,15.6,32.3,397.0,639.2,2.0,56.0,29.7,31.7,36.0,14963.0,387.0,21.4,0.0,1
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
19.3,17.9,26.2,27.9,0.0,16.0,35.9,404.1,681.6,2.9,58.0,20.0,24.0,32.0,16404.0,390.0,18.8,0.0,1
18.6,16.9,25.4,27.6,207.6,14.8,38.4,383.9,729.8,3.3,58.0,20.0,26.8,41.0,17780.0,392.0,24.4,0.0,1
13.3,11.4,20.9,22.6,333.66,26.3,26.5,348.3,487.8,13.1,60.0,0.0,0.0,0.0,0.0,404.0,0.0,0.0,0
11.2,10.6,18.4,18.6,105.37,19.5,26.1,330.8,430.9,14.0,63.0,0.0,0.0,0.0,0.0,427.0,0.0,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
10.7,8.0,27.3,29.1,342.27,12.5,37.6,274.7,627.4,0.0,52.0,35.9,32.2,54.0,18572.0,402.0,29.8,0.0,2
11.1,8.2,29.4,31.9,367.62,12.3,46.5,268.9,803.4,0.0,50.0,39.8,48.1,101.0,21901.0,397.0,62.4,0.0,2
11.8,8.1,27.8,31.4,469.04,11.1,41.4,259.4,689.2,0.0,50.0,43.3,56.8,97.0,21476.0,404.0,60.3,0.0,3
11.7,8.1,26.4,29.8,456.36,11.3,39.5,262.3,645.2,0.0,52.0,42.6,55.8,91.0,20784.0,390.0,54.0,0.0,2
20.0,17.9,24.5,26.9,488.46,15.6,33.8,396.8,646.7,2.4,69.0,40.1,26.7,33.0,15894.0,379.0,19.3,0.0,1
18.7,17.4,29.4,30.4,137.58,16.3,36.1,400.4,675.6,3.4,70.0,20.0,17.3,23.0,15551.0,377.0,13.4,0.0,1
19.3,17.8,24.1,26.1,348.9,16.1,34.0,405.6,630.7,3.2,70.0,40.0,21.8,25.0,15427.0,387.0,14.8,0.0,1
14.1,13.1,26.7,27.8,175.61,27.3,27.6,379.2,559.2,273.1,49.0,0.0,0.0,0.0,0.0,381.0,0.0,0.0,3
19.7,18.1,28.8,31.4,372.16,15.6,40.1,397.3,804.3,2.1,57.0,27.9,32.0,57.0,18045.0,378.0,32.6,0.0,1
19.6,18.0,31.5,34.3,372.16,15.6,42.8,393.5,847.5,3.0,55.0,22.7,32.0,63.0,19393.0,371.0,35.5,0.0,1
