f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,fault,hotel
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.2,27.6,29.6,158.75,15.5,36.5,395.6,713.0,2.1,57.0,22.0,27.6,40.0,16659.0,386.0,23.3,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.5,18.3,23.3,25.0,146.54,16.9,32.9,418.5,617.6,2.8,70.0,40.0,18.6,20.0,14557.0,381.0,11.8,0.0,1
12.3,10.2,34.4,36.7,368.79,13.1,43.6,300.6,786.4,273.1,50.0,38.6,45.7,60.0,27939.0,369.0,33.5,0.0,3
19.5,17.8,30.5,32.2,179.92,15.5,37.9,396.3,723.5,3.0,55.0,21.9,27.4,42.0,17531.0,376.0,24.6,0.0,1
8.1,8.3,29.3,29.2,35.12,28.9,31.1,306.3,608.2,273.1,67.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
20.0,18.1,28.7,31.4,0.0,14.9,40.5,386.0,816.4,2.0,57.0,27.7,37.0,66.0,18503.0,389.0,40.0,0.0,1
13.3,13.0,10.1,10.5,52.68,16.3,18.3,358.0,320.2,5.7,29.0,40.0,0.0,0.0,0.0,429.0,0.0,0.0,3
18.7,16.8,28.3,30.0,201.08,14.4,37.6,378.8,711.5,3.5,68.0,20.0,25.4,38.0,17512.0,388.0,22.7,0.0,1
11.7,9.0,32.2,35.4,342.27,11.4,51.6,257.5,901.0,0.0,46.0,37.7,100.0,158.0,24714.0,394.0,100.6,0.0,2
21.2,21.1,27.4,27.7,0.0,33.9,34.6,499.4,602.9,11.4,58.0,0.0,0.0,0.0,0.0,394.0,0.0,0.0,1
11.7,8.0,32.3,34.2,0.0,7.6,44.4,281.0,702.7,0.0,53.0,31.3,60.5,125.0,22865.0,377.0,76.2,0.0,2
19.3,17.6,27.0,29.5,207.6,15.5,40.1,395.9,775.5,3.4,55.0,22.1,29.0,49.0,18252.0,377.0,28.0,0.0,1
13.9,12.0,29.9,32.1,232.02,13.4,51.6,304.8,908.8,273.1,51.0,43.0,78.0,116.0,-32679.0,370.0,66.3,0.0,3
25.8,25.9,28.1,28.4,0.0,37.4,38.0,596.0,617.9,9.9,58.0,0.0,0.0,0.0,0.0,399.0,0.0,0.0,1
11.5,8.0,29.9,32.9,443.68,12.1,45.3,268.8,780.4,0.0,52.0,48.5,52.5,108.0,22031.0,388.0,66.1,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.7,10.5,17.2,18.2,210.74,11.6,23.6,310.8,449.8,3.0,66.0,20.0,21.7,17.0,14579.0,415.0,9.6,0.0,0
11.8,8.0,27.0,30.3,481.71,10.9,39.8,260.6,678.7,0.0,52.0,43.5,53.9,91.0,21035.0,404.0,56.7,0.0,2
13.4,11.1,26.2,27.8,403.91,11.6,41.6,303.1,777.7,5.5,54.0,29.7,65.9,84.0,22681.0,410.0,53.1,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
19.3,18.0,30.3,31.7,137.58,15.4,36.8,393.7,696.6,3.1,56.0,20.8,25.9,37.0,16985.0,384.0,21.6,0.0,1
19.5,18.0,25.3,27.3,348.9,16.1,35.0,405.7,660.8,3.0,70.0,20.0,21.3,27.0,15751.0,380.0,16.0,0.0,1
20.0,18.3,30.9,32.9,179.92,15.3,37.3,392.7,735.4,2.1,55.0,29.6,32.5,50.0,17353.0,384.0,29.2,0.0,1
19.7,20.4,26.2,26.5,0.0,34.1,34.6,484.8,580.8,12.4,70.0,0.0,0.0,0.0,0.0,387.0,0.0,0.0,1
19.7,18.1,29.3,32.1,372.16,15.6,40.5,392.1,801.4,2.5,60.0,23.8,31.8,55.0,18177.0,389.0,33.0,0.0,1
13.1,13.0,8.8,9.0,17.56,14.4,16.1,358.7,299.6,5.1,30.0,7.9,0.0,0.0,0.0,430.0,0.0,0.0,3
19.8,19.6,31.0,31.3,46.52,31.0,34.6,474.9,679.7,12.9,70.0,0.0,0.0,0.0,0.0,397.0,0.0,0.0,1
11.8,9.3,30.4,32.9,439.03,11.8,45.3,277.8,799.6,273.1,47.0,38.6,50.3,70.0,29610.0,375.0,39.7,0.0,3
12.3,12.1,24.9,25.3,35.12,24.9,25.1,360.9,514.1,273.1,59.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,3
10.8,8.0,29.4,31.8,354.95,12.6,46.6,268.5,801.2,0.0,48.0,38.7,44.9,97.0,21729.0,394.0,58.3,0.0,2
12.6,12.1,16.7,16.8,87.81,23.0,24.1,354.8,403.9,10.5,63.0,0.0,0.0,0.0,0.0,426.0,0.0,0.0,0
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
17.6,17.2,25.8,26.1,93.04,29.6,30.9,437.8,573.1,11.3,69.0,0.0,0.0,0.0,0.0,391.0,0.0,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.3,10.6,30.3,32.8,474.16,33.5,34.0,341.5,667.6,20.9,60.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0
14.8,11.3,33.2,37.4,614.65,12.3,47.0,300.8,908.2,5.8,57.0,28.6,65.4,99.0,23796.0,401.0,61.5,0.0,0
11.3,8.0,27.4,30.4,418.33,11.1,38.8,262.1,652.6,0.0,46.0,44.7,49.3,81.0,20237.0,397.0,48.1,0.0,2
11.3,8.0,28.6,31.4,418.33,11.9,41.9,270.6,724.9,0.0,50.0,45.8,50.2,94.0,21074.0,393.0,56.6,0.0,2
12.2,11.1,17.4,18.5,193.17,21.6,21.8,338.7,426.8,9.2,62.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,3
18.5,17.1,29.4,30.6,148.17,15.3,36.3,390.1,682.2,3.3,70.0,20.0,21.5,31.0,16335.0,371.0,17.3,0.0,1
10.0,7.9,25.7,27.5,266.21,11.6,36.1,268.2,600.6,0.0,53.0,30.1,34.8,57.0,19008.0,389.0,30.5,0.0,2
11.7,9.1,30.5,33.1,456.59,11.6,46.1,279.1,830.3,273.1,52.0,35.1,50.4,72.0,29841.0,377.0,41.3,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
11.6,8.1,34.3,37.0,443.68,11.6,49.0,261.3,847.9,0.0,49.0,41.0,63.0,139.0,23743.0,397.0,88.5,0.0,2
20.2,18.0,24.7,27.7,511.72,14.4,35.6,378.1,694.2,2.2,69.0,40.1,38.3,55.0,16983.0,380.0,32.0,0.0,1
20.0,20.2,20.6,21.2,0.0,27.5,28.1,491.6,470.3,5.6,62.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,1
18.2,16.7,31.5,34.1,348.9,14.3,43.1,375.2,844.0,3.5,57.0,22.3,32.4,63.0,19783.0,374.0,36.5,0.0,1
12.4,12.4,14.0,13.6,0.0,17.8,17.9,352.1,356.0,0.0,48.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,2
19.5,18.0,30.5,31.9,158.75,15.4,37.9,392.1,722.7,3.1,54.0,22.1,26.6,41.0,17386.0,375.0,23.5,0.0,1
18.5,17.1,27.0,29.1,170.96,15.0,39.8,388.1,755.9,3.6,58.0,20.0,26.5,43.0,17913.0,384.0,25.4,0.0,1
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
11.1,8.0,32.0,34.4,392.98,11.9,44.1,269.4,756.0,0.0,50.0,35.4,53.7,106.0,21850.0,392.0,64.2,0.0,2
12.2,11.3,14.9,16.0,158.05,22.0,22.1,342.1,388.1,9.3,62.0,0.0,0.0,0.0,0.0,421.0,0.0,0.0,3
13.6,9.3,8.9,11.8,755.14,9.4,28.9,260.3,511.7,5.0,43.0,37.0,60.0,53.0,20330.0,408.0,32.8,0.0,0
12.4,7.9,26.9,31.2,570.45,10.6,42.5,251.9,693.9,0.0,50.0,50.4,69.5,120.0,22740.0,395.0,75.1,0.0,2
10.0,8.1,26.5,28.5,240.86,12.1,37.4,271.3,623.3,0.0,53.0,32.2,35.4,58.0,19321.0,406.0,32.5,0.0,3
12.1,11.1,15.9,16.8,175.61,12.8,26.6,322.4,504.2,2.9,67.0,20.0,18.6,16.0,14538.0,417.0,9.1,0.0,0
19.5,17.7,29.8,31.4,190.5,14.8,36.4,382.1,716.7,1.9,59.0,25.0,28.2,44.0,16320.0,372.0,24.5,0.0,1
11.7,7.9,28.0,31.7,481.71,10.8,41.5,257.0,695.5,0.0,52.0,42.4,56.8,98.0,21574.0,400.0,61.2,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.6,18.3,23.9,26.5,158.75,15.0,31.6,388.2,611.6,2.7,70.0,40.0,38.2,41.0,15368.0,381.0,23.7,0.0,1
11.2,10.1,26.7,27.2,193.17,25.6,27.4,329.2,589.9,15.4,66.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0
19.7,18.3,25.5,26.9,325.64,16.0,32.1,403.0,607.7,2.5,57.0,20.8,20.0,21.0,14264.0,392.0,12.9,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.2,26.8,29.5,183.17,16.0,39.0,402.7,768.0,2.5,57.0,21.0,28.1,45.0,17432.0,388.0,26.4,0.0,1
11.3,8.0,33.4,36.0,418.33,11.8,48.6,264.7,841.4,0.0,50.0,37.4,59.4,133.0,23384.0,390.0,82.9,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
20.4,18.1,24.9,28.1,534.98,14.3,38.0,377.5,749.4,2.3,68.0,40.0,40.6,66.0,17802.0,376.0,38.2,0.0,1
11.3,8.0,29.3,32.4,418.33,11.8,43.9,268.1,744.7,0.0,50.0,45.4,52.5,104.0,21674.0,384.0,61.9,0.0,2
11.8,8.0,25.7,28.9,481.71,10.8,38.5,259.6,639.0,0.0,50.0,45.8,56.2,89.0,20689.0,398.0,54.1,0.0,3
11.3,7.8,27.3,31.8,443.68,10.4,45.0,250.5,735.4,0.0,50.0,49.3,70.2,131.0,23408.0,395.0,82.7,0.0,3
12.2,7.9,27.0,31.1,545.1,10.6,41.8,254.1,679.1,0.0,49.0,44.4,64.2,109.0,22106.0,392.0,66.6,0.0,2
14.0,11.7,29.0,31.2,403.91,28.6,37.4,355.7,667.9,23.4,59.0,0.0,0.0,0.0,0.0,422.0,0.0,0.0,0
12.3,11.1,13.0,14.3,210.74,12.0,26.6,318.0,464.3,5.0,59.0,20.8,30.6,25.0,17600.0,416.0,14.1,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
18.7,18.5,28.8,29.1,46.52,31.0,32.4,462.9,630.2,11.3,70.0,0.0,0.0,0.0,0.0,376.0,0.0,0.0,1
19.3,18.7,23.6,23.9,0.0,33.8,34.6,464.4,525.2,13.5,72.0,0.0,0.0,0.0,0.0,425.0,0.0,0.0,1
10.8,7.9,26.4,28.2,367.62,12.6,37.3,275.1,606.6,0.0,53.0,37.0,31.4,52.0,18977.0,392.0,27.8,0.0,2
20.0,19.5,29.1,29.4,0.0,32.0,33.6,482.6,638.5,11.4,59.0,0.0,0.0,0.0,0.0,389.0,0.0,0.0,1
12.2,9.3,33.2,36.4,367.62,11.9,51.4,268.0,892.9,0.0,53.0,38.7,65.8,161.0,24329.0,381.0,97.1,0.0,2
18.9,18.7,28.8,29.1,46.52,31.0,32.1,463.9,632.2,10.9,70.0,0.0,0.0,0.0,0.0,388.0,0.0,0.0,1
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,3
20.0,18.3,30.6,32.8,395.42,15.1,39.1,386.9,788.5,1.8,54.0,26.0,32.6,57.0,17364.0,380.0,32.8,0.0,1
18.1,16.6,31.8,34.3,348.9,14.1,43.6,374.2,853.0,3.7,57.0,20.0,30.0,60.0,19686.0,378.0,35.2,0.0,1
11.0,7.9,31.5,34.0,392.98,12.0,45.1,267.9,770.3,0.0,50.0,39.1,52.3,105.0,21936.0,398.0,64.4,0.0,2
11.8,7.8,25.4,28.7,507.07,10.6,38.4,258.2,640.2,0.0,53.0,46.5,57.0,89.0,20771.0,406.0,54.8,0.0,2
19.4,17.9,30.1,31.4,158.75,15.8,36.6,399.5,694.7,3.1,55.0,20.5,25.8,36.0,16838.0,377.0,20.8,0.0,1
13.6,11.0,32.2,34.6,456.59,32.3,32.9,346.9,714.5,19.5,53.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0
11.5,8.0,27.4,30.4,443.68,11.1,39.6,262.8,681.5,0.0,50.0,45.5,50.5,86.0,20691.0,409.0,52.3,0.0,2
12.8,11.3,27.2,29.6,263.42,27.1,30.8,343.9,628.6,17.4,59.0,0.0,0.0,0.0,0.0,414.0,0.0,0.0,0
12.9,12.7,11.0,11.2,35.12,15.1,17.3,357.4,326.1,4.4,45.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0
14.6,10.8,31.1,34.9,667.33,12.1,45.3,303.5,868.8,5.7,66.0,36.7,61.7,89.0,23200.0,401.0,54.7,0.0,3
11.3,8.0,27.2,30.4,418.33,11.5,53.0,252.8,931.7,0.0,49.0,37.4,59.0,146.0,24414.0,401.0,94.0,0.0,2
13.1,11.0,27.2,29.2,368.79,30.1,30.6,341.9,614.7,17.7,52.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.8,18.2,25.7,28.2,372.16,15.3,33.1,392.4,633.9,2.3,55.0,30.1,29.0,35.0,15092.0,386.0,20.3,0.0,1
13.3,11.8,19.3,20.6,263.42,13.0,33.6,327.3,558.5,6.8,58.0,20.9,100.0,41.0,20852.0,399.0,23.5,0.0,0
11.1,7.9,32.8,34.1,0.0,8.0,41.5,285.8,659.7,0.0,51.0,34.7,48.9,89.0,21224.0,403.0,56.4,0.0,3
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
20.0,18.2,25.0,27.2,0.0,15.5,34.5,395.7,675.8,1.8,69.0,40.0,27.3,38.0,15383.0,376.0,21.7,0.0,3
12.1,8.1,26.5,30.2,507.07,11.0,41.3,257.5,674.3,0.0,52.0,45.4,63.4,105.0,21846.0,397.0,64.9,0.0,2
19.2,18.0,22.1,23.5,146.54,17.0,31.5,418.6,582.5,3.1,70.0,40.0,16.7,15.0,13707.0,398.0,9.4,0.0,3
14.8,10.8,29.2,33.0,702.45,12.3,43.1,304.3,819.0,5.4,55.0,25.1,57.7,81.0,22476.0,396.0,48.9,0.0,3
14.0,11.2,27.8,30.9,491.72,27.0,27.9,346.6,640.9,14.7,58.0,0.0,0.0,0.0,0.0,418.0,0.0,0.0,3
11.7,9.0,31.8,35.0,342.27,11.5,51.3,262.1,892.4,0.0,53.0,34.5,100.0,159.0,24479.0,384.0,98.6,0.0,2
12.2,9.5,33.3,36.4,342.27,12.3,53.5,270.3,945.1,0.0,46.0,37.7,100.0,158.0,24452.0,388.0,98.2,0.0,2
14.5,11.2,27.9,31.0,579.52,12.8,39.1,316.5,735.1,4.4,57.0,20.0,45.6,60.0,21270.0,393.0,34.6,0.0,0
18.3,16.9,24.6,26.6,170.96,15.0,36.6,387.0,691.1,3.3,58.0,20.0,25.8,37.0,17036.0,370.0,20.9,0.0,1
12.7,11.1,21.8,23.4,280.98,12.4,30.1,315.3,567.7,3.1,54.0,23.0,35.4,35.0,17298.0,409.0,20.2,0.0,0
20.0,18.0,25.1,27.6,465.2,15.0,32.6,387.8,628.7,2.1,55.0,31.7,30.0,36.0,15156.0,381.0,20.8,0.0,1
10.7,8.0,29.1,31.5,342.27,11.1,39.1,264.1,657.4,0.0,54.0,36.6,53.0,86.0,20533.0,399.0,51.6,0.0,2
11.7,8.0,31.9,33.8,0.0,7.6,44.9,280.9,706.7,0.0,52.0,37.0,61.9,129.0,23095.0,379.0,78.4,0.0,2
13.1,11.2,28.5,30.3,333.66,12.4,40.6,309.1,780.3,4.3,57.0,21.6,48.7,65.0,21328.0,404.0,39.1,0.0,3
18.8,17.2,31.6,34.2,372.16,14.9,42.6,382.3,838.1,3.2,56.0,20.4,30.2,57.0,19276.0,389.0,33.9,0.0,1
11.4,8.7,31.0,34.1,342.27,11.8,53.5,264.3,943.0,0.0,50.0,36.5,100.0,159.0,24417.0,377.0,96.1,0.0,2
19.4,18.0,30.1,31.4,148.17,15.9,36.3,399.9,702.5,2.4,64.0,20.8,23.3,33.0,16115.0,382.0,19.4,0.0,1
12.1,10.9,14.7,15.7,210.74,12.5,24.6,323.4,450.0,3.9,66.0,20.0,18.9,15.0,14513.0,419.0,8.4,0.0,0
20.0,18.2,30.8,32.9,190.5,15.0,37.0,388.2,729.9,2.0,53.0,30.4,34.3,54.0,17022.0,368.0,30.3,0.0,1
13.2,11.3,22.7,24.4,333.66,37.1,37.6,347.5,515.8,24.3,61.0,0.0,0.0,0.0,0.0,419.0,0.0,0.0,0
15.1,11.4,29.0,33.2,649.77,12.4,45.0,306.8,863.4,5.6,66.0,32.7,63.7,92.0,23234.0,398.0,56.3,0.0,3
10.4,8.0,27.9,30.1,304.24,11.3,36.6,267.0,624.8,0.0,53.0,35.4,46.5,74.0,19536.0,394.0,42.8,0.0,2
23.3,23.3,32.8,32.8,0.0,37.6,38.1,559.0,709.9,12.8,59.0,0.0,0.0,0.0,0.0,430.0,0.0,0.0,0
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
11.1,8.2,26.6,28.9,367.62,12.1,37.6,270.4,630.8,0.0,54.0,36.8,36.9,63.0,19167.0,394.0,34.8,0.0,2
19.2,19.0,29.5,29.8,46.52,31.3,33.9,468.4,647.8,12.5,69.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,3
12.5,11.3,29.2,31.6,210.74,25.8,38.6,345.6,672.4,25.1,55.0,0.0,0.0,0.0,0.0,411.0,0.0,0.0,0
11.8,8.8,32.4,35.7,380.3,10.9,49.1,253.7,814.2,0.0,50.0,40.4,75.4,159.0,24710.0,394.0,100.0,0.0,3
14.4,11.1,31.2,34.7,579.52,12.8,42.3,310.2,828.3,4.1,67.0,54.8,60.3,84.0,22663.0,402.0,51.6,0.0,0
11.9,8.0,26.2,29.7,494.39,11.0,39.6,264.8,657.4,0.0,53.0,38.2,59.2,93.0,21063.0,407.0,58.1,0.0,3
18.7,17.9,22.1,23.5,97.69,16.6,30.9,414.1,573.4,2.9,69.0,40.0,14.8,17.0,13444.0,384.0,8.2,0.0,1
19.5,17.9,28.3,30.0,0.0,15.4,38.6,393.8,738.2,3.1,56.0,22.2,27.5,44.0,17739.0,380.0,25.2,0.0,1
21.2,18.0,27.1,30.2,744.32,14.0,38.1,372.1,752.6,2.3,55.0,33.7,40.6,68.0,18014.0,370.0,39.1,0.0,1
13.3,13.0,13.0,13.2,52.68,19.1,27.8,364.6,348.6,13.4,60.0,0.0,0.0,0.0,0.0,424.0,0.0,0.0,0
11.8,8.9,32.3,35.6,367.62,11.1,49.0,259.3,822.6,0.0,53.0,44.4,72.6,160.0,24386.0,381.0,97.0,0.0,2
20.7,18.3,23.6,26.9,558.24,13.6,36.5,365.5,690.2,3.4,54.0,40.0,51.7,75.0,18461.0,380.0,44.2,0.0,1
11.9,12.6,29.5,31.5,122.93,13.1,39.1,326.3,745.6,4.2,60.0,29.8,51.7,66.0,20825.0,403.0,39.1,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
14.2,13.2,13.9,14.4,175.61,19.1,30.8,372.3,366.4,15.9,58.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,3
12.1,10.0,23.7,25.7,368.79,11.6,44.1,294.3,824.8,6.1,59.0,22.1,53.1,75.0,23189.0,406.0,45.8,0.0,0
19.5,18.1,24.9,26.8,325.64,16.0,34.4,402.8,660.3,2.3,70.0,29.0,22.6,29.0,15441.0,381.0,16.7,0.0,1
11.5,8.0,29.8,33.0,443.68,11.9,43.5,269.2,740.0,0.0,50.0,34.5,53.3,101.0,21610.0,394.0,61.5,0.0,2
19.7,18.3,30.5,32.3,148.17,14.8,37.1,384.6,732.2,2.1,54.0,30.0,33.1,52.0,16844.0,376.0,30.4,0.0,1
12.6,11.1,18.1,19.3,263.42,24.1,24.4,341.7,436.3,11.6,65.0,0.0,0.0,0.0,0.0,416.0,0.0,0.0,0
11.7,7.9,26.3,29.9,481.71,11.1,39.0,260.1,641.1,0.0,49.0,46.0,55.1,91.0,20733.0,387.0,52.5,0.0,2
19.9,18.3,24.7,27.1,372.16,15.4,32.3,393.1,626.1,1.8,69.0,40.0,27.6,32.0,14670.0,385.0,18.9,0.0,1
19.4,18.0,29.8,31.3,148.17,15.5,37.1,395.7,707.1,3.1,55.0,20.3,26.2,38.0,17111.0,385.0,22.2,0.0,1
11.8,8.0,26.3,29.5,481.71,10.8,39.3,259.4,664.0,0.0,53.0,43.3,56.0,94.0,20993.0,392.0,56.8,0.0,2
13.3,11.6,23.5,25.0,298.54,13.0,41.1,315.9,675.9,8.9,66.0,20.0,45.3,53.0,23604.0,410.0,31.5,0.0,3
11.0,8.1,22.7,24.4,367.62,11.5,31.9,274.8,527.8,0.0,50.0,40.0,30.1,41.0,17615.0,400.0,21.6,0.0,2
11.1,8.0,24.5,28.4,392.98,10.6,40.1,255.3,656.2,0.0,50.0,47.2,65.0,103.0,21854.0,404.0,64.8,0.0,2
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
12.2,8.1,27.3,31.3,519.74,10.9,42.1,255.5,693.7,0.0,49.0,48.6,63.4,111.0,22161.0,389.0,67.7,0.0,2
11.6,8.0,28.5,31.8,456.36,11.1,40.4,262.8,689.0,0.0,50.0,42.8,49.8,86.0,20847.0,402.0,52.5,0.0,2
19.9,18.0,24.7,26.9,441.94,14.5,32.6,379.6,624.4,2.3,69.0,40.0,32.4,39.0,15450.0,387.0,22.8,0.0,1
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
21.6,21.5,29.1,29.4,0.0,34.8,35.5,505.7,637.0,12.0,55.0,0.0,0.0,0.0,0.0,390.0,0.0,0.0,1
10.4,8.0,31.0,33.4,304.24,12.4,43.5,270.7,725.4,0.0,52.0,42.4,40.0,78.0,21328.0,396.0,46.2,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,0
13.7,11.2,26.8,29.0,439.03,11.6,39.9,300.9,719.5,6.4,54.0,33.7,71.9,84.0,22744.0,409.0,53.0,0.0,0
12.2,8.1,26.6,30.4,519.74,10.8,41.4,254.0,670.3,0.0,52.0,46.5,66.2,112.0,22200.0,388.0,68.5,0.0,2
14.9,10.8,30.0,33.9,720.01,12.3,43.3,305.4,816.5,5.5,57.0,26.1,58.7,82.0,22445.0,394.0,49.3,0.0,0
11.3,8.1,32.7,35.2,405.65,12.0,48.0,265.8,833.6,0.0,53.0,38.4,58.4,126.0,23108.0,394.0,79.9,0.0,2
19.6,17.9,26.1,29.0,207.6,15.0,33.8,387.1,664.5,2.5,55.0,35.4,37.3,48.0,16091.0,380.0,27.7,0.0,1
12.0,8.5,32.4,35.5,443.68,11.6,52.1,263.3,905.5,0.0,49.0,36.8,66.8,159.0,24588.0,393.0,100.0,0.0,2
19.8,17.8,23.2,24.1,351.23,18.3,28.0,425.2,545.9,0.0,70.0,20.0,1.0,11.0,11792.0,391.0,5.0,0.0,3
18.0,16.6,28.8,30.9,325.64,14.3,40.0,375.8,763.7,3.5,58.0,20.0,27.3,46.0,18369.0,382.0,26.9,0.0,1
18.1,16.3,27.6,29.5,0.0,14.1,38.1,375.3,719.4,3.6,68.0,21.1,27.5,41.0,17930.0,395.0,24.8,0.0,1
11.8,8.8,32.3,35.6,380.3,10.9,49.1,255.3,815.1,0.0,53.0,39.8,100.0,159.0,24694.0,394.0,100.1,0.0,2
11.5,9.0,30.3,32.7,439.03,11.8,43.9,277.3,782.4,273.1,50.0,33.5,44.9,60.0,28649.0,371.0,33.9,0.0,3
13.2,11.1,24.1,25.7,368.79,12.5,33.0,314.8,619.4,3.6,54.0,24.7,42.0,45.0,18613.0,407.0,26.2,0.0,3
19.3,17.7,29.5,31.7,0.0,15.5,41.1,395.8,805.7,3.1,55.0,22.2,29.5,50.0,18642.0,396.0,30.2,0.0,1
12.3,11.1,14.6,15.7,210.74,20.5,20.6,342.0,381.3,7.9,65.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0
